id,image_id,caption_text
7796,"2332986053_864db84971.jpg,A",man with a blue helmet and orange shirt .
7797,"233327292_3bcbc3783f.jpg,A",man in a grey suit kneels in front of a woman in a white dress .
7798,"233327292_3bcbc3783f.jpg,A",man is removing a garter for a lady .
7799,"233327292_3bcbc3783f.jpg,A",man putting a garter on a woman .
7800,"233327292_3bcbc3783f.jpg,a",woman sitting in a chair while a man is removing her garter belt
7801,"233327292_3bcbc3783f.jpg,Man",removing garter during wedding
7802,"2333288869_8c01e4c859.jpg,a",boy and a woman walk into the ocean .
7803,"2333288869_8c01e4c859.jpg,A",toppless woman holds hr naked child 's hand while they stand in the ocean waves .
7804,"2333288869_8c01e4c859.jpg,A",woman and a naked child wade into the ocean .
7805,"2333288869_8c01e4c859.jpg,A",woman holds a baby 's hand and walks in the water .
7806,"2333288869_8c01e4c859.jpg,A",woman in bikini bottoms stands in the surf holding the hand of a naked baby .
7807,"2333584535_1eaf9baf3e.jpg,A",group of sled dogs in harness is standing together in the snow .
7808,"2333584535_1eaf9baf3e.jpg,Four",dogs playing in the snow .
7809,"2333584535_1eaf9baf3e.jpg,Four",snow dogs are pulled together in the snow .
7810,"2333584535_1eaf9baf3e.jpg,""Pack","of sled dogs in the snow , one barking ."""
7811,"2333584535_1eaf9baf3e.jpg,Several",dogs grouped together in a winter setting .
7812,"233361142_d9d5f0cae9.jpg,a",black and brown dog staring off into the distance at something
7813,"233361142_d9d5f0cae9.jpg,""A","black , brown , and tan dog jumps at the camera ."""
7814,"233361142_d9d5f0cae9.jpg,A",brown dog running through tall grass .
7815,"233361142_d9d5f0cae9.jpg,Dog",in plants crouches to look at camera .
7816,"233361142_d9d5f0cae9.jpg,The",black and white dog is running through the bushes .
7817,"2333816000_7105d0ffac.jpg,A",man climbing a rock face
7818,"2333816000_7105d0ffac.jpg,A",man climbs up a rock .
7819,"2333816000_7105d0ffac.jpg,A",man wearing a blue helmet is rock climbing .
7820,"2333816000_7105d0ffac.jpg,A",rock climber scaling a stone wall .
7821,"2333816000_7105d0ffac.jpg,The",man climbing the rock is wearing a blue helmet .
7822,"2335428699_4eba9b6245.jpg,Children",are playing on a trampoline in the snow .
7823,"2335428699_4eba9b6245.jpg,Children",jumping on a trampoline .
7824,"2335428699_4eba9b6245.jpg,Five",children jump on a large trampoline while the snow outside melts .
7825,"2335428699_4eba9b6245.jpg,""Four","children on a trampoline , in a snow covered area ."""
7826,"2335428699_4eba9b6245.jpg,Several",children and jumping on a trampoline in the snow .
7827,"2335619125_2e2034f2c3.jpg,A",big black dog bares its teeth while running through the snow .
7828,"2335619125_2e2034f2c3.jpg,A",black dog is running through the snow .
7829,"2335619125_2e2034f2c3.jpg,A",black dog is running through the snow .
7830,"2335619125_2e2034f2c3.jpg,A",black dog with his mouth open and tongue out runs across an expanse of snow .
7831,"2335619125_2e2034f2c3.jpg,Black",dog runs through snow .
7832,"2335634931_7e9e8c2959.jpg,A",dog attacking a guy .
7833,"2335634931_7e9e8c2959.jpg,A",dog biting a man who is falling to the ground .
7834,"2335634931_7e9e8c2959.jpg,A",dog is jumping up at a large man who is wearing jeans and a blue and yellow jacket .
7835,"2335634931_7e9e8c2959.jpg,A",man is being attacked by a German Shepherd .
7836,"2335634931_7e9e8c2959.jpg,Dog",jumping onto a man in a yellow jacket .
7837,"2337377811_8c81b40a64.jpg,A",bundled up toddler is walking over snow .
7838,"2337377811_8c81b40a64.jpg,A",little girl in a pink hat walks in the snow .
7839,"2337377811_8c81b40a64.jpg,A",little kid playing in the snow and around bushes .
7840,"2337377811_8c81b40a64.jpg,a",small girl trots through the snow .
7841,"2337377811_8c81b40a64.jpg,Little",girl in blue coat and pink hat makes tracks in the snow .
7842,"2337757064_08c4033824.jpg,A",fisherman in a field near a lake .
7843,"2337757064_08c4033824.jpg,""A","person in a yellow hat , carrying a bag and a fishing pole , walks in a grassy area near a small body of water ."""
7844,"2337757064_08c4033824.jpg,A",person in a yellow hat is walking across the grass carrying a long pole .
7845,"2337757064_08c4033824.jpg,A",person with a yellow hat holding a fishing pole in the grass by water
7846,"2337757064_08c4033824.jpg,Man",holding stick in field of green grass .
7847,"2337809114_899ba61330.jpg,A",boy and girl are placing a red blindfold over a woman 's eyes .
7848,"2337809114_899ba61330.jpg,A",girl is blindfolded by a young boy and girl .
7849,"2337809114_899ba61330.jpg,A",person being blindfolded by a girl and a boy .
7850,"2337809114_899ba61330.jpg,""Three","kids play , one is blindfolded ."""
7851,"2337809114_899ba61330.jpg,Two",young children are playing with a teenage girl who is blindfolded .
7852,"2337919839_df83827fa0.jpg,A",little boy kicks a soccer ball in the park .
7853,"2337919839_df83827fa0.jpg,A",young boy kicking a soccer ball with a young girl in the background .
7854,"2337919839_df83827fa0.jpg,The",little boy in jean shorts kicks the soccer ball .
7855,"2337919839_df83827fa0.jpg,The",little girl sitting by the tree is looking away from the little boy kicking a soccer ball .
7856,"2337919839_df83827fa0.jpg,Young",boy in fleece jacket kicking soccer ball with young girl in background .
7857,"2338627102_6708a9b4fd.jpg,A",man in a red jacket and khaki pants is walking through a part of what looks like Arizona .
7858,"2338627102_6708a9b4fd.jpg,""A","man wearing jeans and a hooded , long sleeved top , and a backpack , walks in a desert ."""
7859,"2338627102_6708a9b4fd.jpg,A",person with a red hooded jacket and a black backpack is walking near a rocky wall .
7860,"2338627102_6708a9b4fd.jpg,Man",wearing red looks on at desert
7861,"2338627102_6708a9b4fd.jpg,""There","is a lone hiker in the middle of a prairie with his back to the camera , showing his backpack ."""
7862,"2339106348_2df90aa6a9.jpg,A",girl with dark brown hair and eyes in a blue scarf is standing next to a girl in a fur edged coat .
7863,"2339106348_2df90aa6a9.jpg,an",Asian boy and an Asian girl are smiling in a crowd of people .
7864,"2339106348_2df90aa6a9.jpg,The",girls were in the crowd .
7865,"2339106348_2df90aa6a9.jpg,Two",dark haired girls are in a crowd .
7866,"2339106348_2df90aa6a9.jpg,Two",girls are looking past each other in different directions while standing in a crowd .
7867,"2339140905_9f625f140a.jpg,A",woman in a yellow jacket skis in the snow .
7868,"2339140905_9f625f140a.jpg,A",woman wearing a yellow coat is skiing in the white snow .
7869,"2339140905_9f625f140a.jpg,A",woman wearing a yellow jacket skis down a snowy hill .
7870,"2339140905_9f625f140a.jpg,A",woman wearing a yellow jacket traversing on skis .
7871,"2339140905_9f625f140a.jpg,A",woman who is ski-ing poses for the camera .
7872,"2339516180_12493e8ecf.jpg,A",man walking 3 dalmatians along a sunny street .
7873,"2339516180_12493e8ecf.jpg,A",man walks a group of Dalmatians on the beach .
7874,"2339516180_12493e8ecf.jpg,A",man walks three white dogs with spots down a street with palm trees .
7875,"2339516180_12493e8ecf.jpg,Man",walking three dalmatians along a palm-tree lined street .
7876,"2339516180_12493e8ecf.jpg,This",man with three dogs takes his route along the tree-lined street .
7877,"2339573065_91f1e3be60.jpg,a",broen haired woman wearing a black coat with coffee in her hand
7878,"2339573065_91f1e3be60.jpg,A",girl holds her iced drink in her gloved-hand with a look of concentration on her face .
7879,"2339573065_91f1e3be60.jpg,A",woman in black holding a cup of ice cream .
7880,"2339573065_91f1e3be60.jpg,This",woman is dressed in black and holding a cup .
7881,"2339573065_91f1e3be60.jpg,""Woman","in black with beverage , with blurry urban background ."""
7882,"2339946012_06bd480ab8.jpg,A",brown dog is swimming in the water .
7883,"2339946012_06bd480ab8.jpg,A",brown dog swimming for a stick in the water .
7884,"2339946012_06bd480ab8.jpg,A",dog swims in the water .
7885,"2339946012_06bd480ab8.jpg,A",dog swims toward a stick
7886,"2339946012_06bd480ab8.jpg,The",large brown dog is paddling in the water .
7887,"2340206885_58754a799a.jpg,A",group of dogs look at each other while standing in the snow .
7888,"2340206885_58754a799a.jpg,three",dogs come face to face with each other in a snowy field .
7889,"2340206885_58754a799a.jpg,Three",dogs in the snow .
7890,"2340206885_58754a799a.jpg,Three",dogs meet in the snow .
7891,"2340206885_58754a799a.jpg,Three",dogs playing in the snow .
7892,"2340919359_f56787d307.jpg,A",man is sitting on a black and brown dog .
7893,"2340919359_f56787d307.jpg,A",man stands over a brown and black dog in the grass .
7894,"2340919359_f56787d307.jpg,a",man wearing a black and white shirt jumping on a dog 's back
7895,"2340919359_f56787d307.jpg,An",attack dog is working with his trainer .
7896,"2340919359_f56787d307.jpg,A",running dog and a standing man on a dry field of grass .
7897,"2341254813_c53a5ef27a.jpg,a",boy in a green shirt is jumping with his arms in the air at the end of a bowling alley .
7898,"2341254813_c53a5ef27a.jpg,A",boy wearing a green shirt is jumping in front of a lane at a bowling alley .
7899,"2341254813_c53a5ef27a.jpg,A",child jumps in the air at a bowling alley .
7900,"2341254813_c53a5ef27a.jpg,A",young boy with a Mohawk and green shirt is excited about bowling .
7901,"2341254813_c53a5ef27a.jpg,A",young boy with a Mohawk jumping at a bowling alley
7902,"234241682_51d9fabb27.jpg,A",soccer game at sunset
7903,"234241682_51d9fabb27.jpg,A",soccer game being played as the sun sets .
7904,"234241682_51d9fabb27.jpg,Green",sports field with players beneath blue sky with pink clouds
7905,"234241682_51d9fabb27.jpg,People",playing soccer on a soccer field during sunset
7906,"234241682_51d9fabb27.jpg,Soccer",players on a field from a distance .
7907,"2342478660_faef1afea8.jpg,A",boy wears Mr. Potato head features .
7908,"2342478660_faef1afea8.jpg,A",boy wears plastic toy teeth and green plastic toy glasses which are much too small for him .
7909,"2342478660_faef1afea8.jpg,A",child is posing with toy pieces placed over their mouth and eyes .
7910,"2342478660_faef1afea8.jpg,A",little boy wears Mr. Potao head glasses and mouth .
7911,"2342478660_faef1afea8.jpg,A",young boy wearing Mr. Potato Head teeth and glasses .
7912,"2343525685_3eba3b6686.jpg,A",dark-haired man wearing a brown shirt is free-climbing a grey stone wall .
7913,"2343525685_3eba3b6686.jpg,a",man holding on to a rock wall
7914,"2343525685_3eba3b6686.jpg,A",man scales a rock climbing wall .
7915,"2343525685_3eba3b6686.jpg,A",man struggles to climb a rock wall .
7916,"2343525685_3eba3b6686.jpg,A",man with glasses climbing a rock wall .
7917,"2343879696_59a82f496f.jpg,A",child feels like he 's flying as his mom throws him up in the air during a game .
7918,"2343879696_59a82f496f.jpg,A",woman in white is throwing a boy into the air .
7919,"2343879696_59a82f496f.jpg,A",woman is tossing a small child in the air playfully .
7920,"2343879696_59a82f496f.jpg,A",woman tosses a toddler in the air .
7921,"2343879696_59a82f496f.jpg,The",child enjoys being tossed in the air by his mother .
7922,"2344412916_9a5a9b1c82.jpg,A",man on Rollerblades glides down a park path .
7923,"2344412916_9a5a9b1c82.jpg,A",man rollerblading down a path through an active community .
7924,"2344412916_9a5a9b1c82.jpg,A",man Rollerblades in a park .
7925,"2344412916_9a5a9b1c82.jpg,The",man in the red cap is rollerskating on a path in front of the white building .
7926,"2344412916_9a5a9b1c82.jpg,""The","man is rollerblading in a red hat , blue shirt , and tan pants ."""
7927,"23445819_3a458716c1.jpg,a",beagle and a golden retriever wrestling in the grass
7928,"23445819_3a458716c1.jpg,Two",dogs are wrestling in the grass .
7929,"23445819_3a458716c1.jpg,Two",puppies are playing in the green grass .
7930,"23445819_3a458716c1.jpg,two",puppies playing around in the grass
7931,"23445819_3a458716c1.jpg,Two",puppies play in the grass
7932,"2344699642_4fae2f4e07.jpg,A",brown and white dog in the air next two a purple Frisbee above grass .
7933,"2344699642_4fae2f4e07.jpg,A",brown dog is jumping in the air whilst trying to catch a purple Frisbee .
7934,"2344699642_4fae2f4e07.jpg,A",dog is jumping to catch a Frisbee .
7935,"2344699642_4fae2f4e07.jpg,A",dog jumps to catch a flying disc .
7936,"2344699642_4fae2f4e07.jpg,A",dog jumps to catch the purple Frisbee .
7937,"2344875609_8e172d682b.jpg,A",child hides inside a cave created by massive amounts of snow .
7938,"2344875609_8e172d682b.jpg,A",girl in a snowsuit peeks out of a snow cave .
7939,"2344875609_8e172d682b.jpg,A",girl is in a snow tunnel .
7940,"2344875609_8e172d682b.jpg,A",young girls is laying in a snow cave
7941,"2344875609_8e172d682b.jpg,The",girl in the purple jacket is laying in a hole that has been dug out of the snow .
7942,"2344898759_5674382bcd.jpg,A",girl is talking on the phone while sitting on a wall
7943,"2344898759_5674382bcd.jpg,A",woman in blue sits on a curb next to blue railings in front of the ocean .
7944,"2344898759_5674382bcd.jpg,A",woman relaxes on a pier with railings while on the phone .
7945,"2344898759_5674382bcd.jpg,A",woman talking on a cellphone near water .
7946,"2344898759_5674382bcd.jpg,A",woman talks on a cellphone while sitting in front of blue railings that are in front of the ocean .
7947,"2345984157_724823b1e4.jpg,A",brown dog shakes himself dry .
7948,"2345984157_724823b1e4.jpg,A",brown dog shakes off water after exiting a natural pond .
7949,"2345984157_724823b1e4.jpg,A",brown dog shaking off water .
7950,"2345984157_724823b1e4.jpg,A",dog shakes off after getting out of the water .
7951,"2345984157_724823b1e4.jpg,A",gray dog is shaking water from its body .
7952,"2346189044_546ed84aa9.jpg,a",boy screams .
7953,"2346189044_546ed84aa9.jpg,""A","young boy at a party , dancing enthusiastically ."""
7954,"2346189044_546ed84aa9.jpg,A",young boy in jeans shows off his dance moves on a red dance floor .
7955,"2346189044_546ed84aa9.jpg,A",young boy stands on a wide floor with his mouth open .
7956,"2346189044_546ed84aa9.jpg,The",boy has his mouth open
7957,"2346401538_f5e8da66fc.jpg,A",woman holding onto a camera smiling at the camera .
7958,"2346401538_f5e8da66fc.jpg,A",woman with a blue hat and blue and red jacket setting up a camera on a tripod .
7959,"2346401538_f5e8da66fc.jpg,A",woman with a camera on a tripod is smiling for another camera .
7960,"2346401538_f5e8da66fc.jpg,People",at a photo shoot .
7961,"2346401538_f5e8da66fc.jpg,The",woman in blue is operating a camera in front of two other women .
7962,"2346402952_e47d0065b6.jpg,Three",people are looking into photographic equipment .
7963,"2346402952_e47d0065b6.jpg,Three",women are looking into a camera .
7964,"2346402952_e47d0065b6.jpg,Two",women are operating a laptop connected to a camera in a parking lot with a third person standing by .
7965,"2346402952_e47d0065b6.jpg,Two",women on a movie set reviewing film
7966,"2346402952_e47d0065b6.jpg,Two",women reviewing pictures they took .
7967,"2346523971_d3f1e12ce4.jpg,Three",girls dancing in front of a couple of musicians .
7968,"2346523971_d3f1e12ce4.jpg,Three",girls in hats and dresses dance to music played by boys in the background .
7969,"2346523971_d3f1e12ce4.jpg,Three",girls in western hats dance for a band .
7970,"2346523971_d3f1e12ce4.jpg,Three",girls wear straw hats and dance on a stage .
7971,"2346523971_d3f1e12ce4.jpg,Three",young girls in hats are dancing .
7972,"2346629210_8d6668d22d.jpg,A",man in a brown coat and green tie walks on a street .
7973,"2346629210_8d6668d22d.jpg,A",man in a suit and jacket
7974,"2346629210_8d6668d22d.jpg,""An","older man in a suit , tie and overcoat"""
7975,"2346629210_8d6668d22d.jpg,An",older man standing .
7976,"2346629210_8d6668d22d.jpg,""Older","man in a suit , tie , and overcoat , walks through the street ."""
7977,"2346772831_b2748ba1f0.jpg,An",adult is attending to child on a crowded path surrounding a body of water .
7978,"2346772831_b2748ba1f0.jpg,A",woman bends over to attend to her child in a yellow jacket .
7979,"2346772831_b2748ba1f0.jpg,A",woman wearing a backpack leans down to speak with a young child .
7980,"2346772831_b2748ba1f0.jpg,Children",at the park with their parents .
7981,"2346772831_b2748ba1f0.jpg,Woman",in yellow shirt bending over boy crouching on the ground .
7982,"2347921097_f2e35753c0.jpg,A",brown and black dog sits on a bed and looks at a gray and white dog .
7983,"2347921097_f2e35753c0.jpg,a",grey and white puddle fighting next to another black and brown dog on a bed .
7984,"2347921097_f2e35753c0.jpg,Brown",and white dog with brown and black dog on gray sheet .
7985,"2347921097_f2e35753c0.jpg,The",dogs are playing on the bed .
7986,"2347921097_f2e35753c0.jpg,Two",dogs play together on the bed .
7987,"2348491126_30db0d46ef.jpg,a",dark man wearing sunglasses and a black leather jacket is passing by a window .
7988,"2348491126_30db0d46ef.jpg,A",man is looking down .
7989,"2348491126_30db0d46ef.jpg,A",man wearing a leather coat and a white shirt .
7990,"2348491126_30db0d46ef.jpg,Black",man in sunglasses and leather jacket staring downward .
7991,"2348491126_30db0d46ef.jpg,Man",in sunglasses and leather jacket looking down
7992,"2348924378_47e556d81a.jpg,A",child plays T-ball .
7993,"2348924378_47e556d81a.jpg,A",little boy is swinging a bat at a ball .
7994,"2348924378_47e556d81a.jpg,a",young boy singing at a large baseball off of a tee .
7995,"2348924378_47e556d81a.jpg,A",young boy swings a bat at a large baseball .
7996,"2348924378_47e556d81a.jpg,The",little boy is wearing a blue shirt and playing baseball .
7997,"2350400382_ced2b6c91e.jpg,A",black dog caught in mid-jump catching a toy in his mouth .
7998,"2350400382_ced2b6c91e.jpg,A",black dog flies through the air while holding an object in its mouth .
7999,"2350400382_ced2b6c91e.jpg,A",black dog jumps in the air to catch a toy .
8000,"2350400382_ced2b6c91e.jpg,A",black dog running with a black and white toy in its mouth .
8001,"2350400382_ced2b6c91e.jpg,A",dog is in field on a very windy day with something in its mouth .
8002,"235065283_1f9a3c79db.jpg,A",man climb up a snowy mountain .
8003,"235065283_1f9a3c79db.jpg,A",man in ice climbing gear holds a rope .
8004,"235065283_1f9a3c79db.jpg,""A","man on a huge chunk of snow , holding a rope ."""
8005,"235065283_1f9a3c79db.jpg,A",man wearing winter clothes and a hardhat is climbing over a snowy ledge using a rope attached to his waist .
8006,"235065283_1f9a3c79db.jpg,A",mountaineer is following a rope through a snowy trail .
8007,"235074044_c1358888ed.jpg,A",crowd of people are gathered in a busy subway station .
8008,"235074044_c1358888ed.jpg,a",crowd of people in a subway
8009,"235074044_c1358888ed.jpg,""A","crowd stands , waiting for a subway ."""
8010,"235074044_c1358888ed.jpg,Crowd",waiting on Main Street subway platform for a train .
8011,"235074044_c1358888ed.jpg,group",of people waiting to catch the subway
8012,"2351479551_e8820a1ff3.jpg,A",boy wearing blue shorts is doing a back flip in the air under a tree .
8013,"2351479551_e8820a1ff3.jpg,A",man in midair doing a flip .
8014,"2351479551_e8820a1ff3.jpg,a",young man jumping a back flip off of a concrete wall .
8015,"2351479551_e8820a1ff3.jpg,Man",with blue pants flipping in the air .
8016,"2351479551_e8820a1ff3.jpg,The",boy wearing blue pants is in the midst of a back flip .
8017,"2351762979_0941aecced.jpg,A",girl climbing a chain link fence .
8018,"2351762979_0941aecced.jpg,A",little girl climbs a fence .
8019,"2351762979_0941aecced.jpg,A",small child hangs from a wire fence .
8020,"2351762979_0941aecced.jpg,The",young girl is climbing a chain link fence .
8021,"2351762979_0941aecced.jpg,Young",child climbing on a chain link fence .
8022,"2352414953_10f3cd0f1f.jpg,A",boy holding a tube and smiling at the camera .
8023,"2352414953_10f3cd0f1f.jpg,A",child dressed in blue laughs .
8024,"2352414953_10f3cd0f1f.jpg,A",smiling child in a blue shirt .
8025,"2352414953_10f3cd0f1f.jpg,A",young boy smiles while holding a tube of toothpaste .
8026,"2352414953_10f3cd0f1f.jpg,Child",in blue shirt smiles about what 's in his hand .
8027,"2353088412_5e5804c6f5.jpg,A",black dog running with a stuffed bird in its mouth and another dog chasing it .
8028,"2353088412_5e5804c6f5.jpg,A",brown dig and black dog are playing with a stuffed toy .
8029,"2353088412_5e5804c6f5.jpg,A",brown dog with a toy duck in its mouth runs through snow while a black dog chases it
8030,"2353088412_5e5804c6f5.jpg,Dog",running with pet toy being chased by another dog .
8031,"2353088412_5e5804c6f5.jpg,The",brown dog is being chased by a black dog while holding a small toy in his mouth .
8032,"2353102255_67d9d2e40a.jpg,A",large dog stands over a smaller dog who has its mouth open .
8033,"2353102255_67d9d2e40a.jpg,A",small black and brown dog growls at a larger black and brown dog .
8034,"2353102255_67d9d2e40a.jpg,Two",black and brown dogs looking at each other .
8035,"2353102255_67d9d2e40a.jpg,Two",black dogs play on carpet .
8036,"2353102255_67d9d2e40a.jpg,""Two","rottweiler dogs indoors , the smaller one barking at the larger ."""
8037,"2353119813_685bace18e.jpg,A",dog is jumping playing with a ball that has broken .
8038,"2353119813_685bace18e.jpg,A",dog jumps for a yellow and black ball .
8039,"2353119813_685bace18e.jpg,A",dog jumps to catch a ball in a large field .
8040,"2353119813_685bace18e.jpg,a",dog playing in a park
8041,"2353119813_685bace18e.jpg,A",dog plays with a ball with a large office building behind it .
8042,"2354064281_10afa38206.jpg,A",black and brown dog with a brown dog in a grassy field with patches of white .
8043,"2354064281_10afa38206.jpg,a",black dog is facing a brown dog in an open outdoor space .
8044,"2354064281_10afa38206.jpg,Two",dogs are standing in a field of grass and dirt .
8045,"2354064281_10afa38206.jpg,Two",dogs greet each other in a snowy grass field .
8046,"2354064281_10afa38206.jpg,Two",dogs in a grassy field .
8047,"2354456107_bf5c766a05.jpg,""A","man holding money , standing in front of a street band and a store ."""
8048,"2354456107_bf5c766a05.jpg,A",man holds a dollar bill in front of his face while posing in front of a street band .
8049,"2354456107_bf5c766a05.jpg,A",man holds money in the air .
8050,"2354456107_bf5c766a05.jpg,A",man in a green jacket is standing outside a store holding some money in front of his face .
8051,"2354456107_bf5c766a05.jpg,""An","African-American man wearing a green sweatshirt and blue vest is holding up 2 dollar bills in front of his face , while standing on a busy sidewalk in front of a group of men playing instruments ."""
8052,"2354540393_a149722680.jpg,A",little girl is falling backwards onto a bed .
8053,"2354540393_a149722680.jpg,A",young girl jumps on a bed .
8054,"2354540393_a149722680.jpg,The",young girl is happily standing inside the house .
8055,"2354540393_a149722680.jpg,Two",children play on the bed with a remote control .
8056,"2354540393_a149722680.jpg,Young",blond girl in blue jeans falls back on bed while another child looks on .
8057,"2354792215_eef2bdc753.jpg,Boy",in a black and white soccer uniform kicking the ball with other players nearby .
8058,"2354792215_eef2bdc753.jpg,""Children","playing soccer , one in the process of kicking the ball ."""
8059,"2354792215_eef2bdc753.jpg,The",boy in the white shirt dribbles the soccer ball away from the yellow and blue team .
8060,"2354792215_eef2bdc753.jpg,There",are five young boys on a soccer field running and playing soccer .
8061,"2354792215_eef2bdc753.jpg,Two",young soccer teams competing in a game .
8062,"2354829523_9542fc74ba.jpg,""A","group of women in matching uniforms , one of which is speaking ."""
8063,"2354829523_9542fc74ba.jpg,A",woman wearing a blue and white uniform with a white and blue hat on with her mouth open near others dressed the same .
8064,"2354829523_9542fc74ba.jpg,A",young woman with a white and blue hat and uniform yells to others dressed the same .
8065,"2354829523_9542fc74ba.jpg,""Group","of women in blue and white uniforms , in profile , facing offstage ."""
8066,"2354829523_9542fc74ba.jpg,Woman",wearing a blue shirt with a white vest and a white cap talking while marching .
8067,"2355093195_87fb7f82cb.jpg,A",couple guys splash through water wearing hard hats .
8068,"2355093195_87fb7f82cb.jpg,Two",men are holding onto a rope climbing up forceful water .
8069,"2355093195_87fb7f82cb.jpg,two",men grapple up a waterfall .
8070,"2355093195_87fb7f82cb.jpg,Two",people are getting soaked by a waterfall .
8071,"2355093195_87fb7f82cb.jpg,Water",from the left splashing over a man with a white helmet .
8072,"2355578735_286af5b202.jpg,A",boy in a fuzzy goat holds a craw and looks at it .
8073,"2355578735_286af5b202.jpg,A",boy in a grey coat holds a sea creature .
8074,"2355578735_286af5b202.jpg,A",boy looks at the crab he is holding .
8075,"2355578735_286af5b202.jpg,A",boy wearing a hooded jacket holds a crab .
8076,"2355578735_286af5b202.jpg,A",child wearing a gray sweater holds a crab and looks at it .
8077,"2355763034_9fb61a8165.jpg,A",flautist plays the flute in a marching band
8078,"2355763034_9fb61a8165.jpg,A",girl in a band is playing the flute .
8079,"2355763034_9fb61a8165.jpg,a",girl in a red and black uniform is playing the flute as part of a marching band .
8080,"2355763034_9fb61a8165.jpg,A",woman in a red uniform is playing the flute .
8081,"2355763034_9fb61a8165.jpg,Girl",in uniform playing flute with marching band .
8082,"2355819665_39021ff642.jpg,A",boy on a bike rides around the neighborhood .
8083,"2355819665_39021ff642.jpg,A",child is riding a green bike and wearing an orange shirt and red helmet .
8084,"2355819665_39021ff642.jpg,A",child rides a bicycle in a sunny neighborhood .
8085,"2355819665_39021ff642.jpg,Boy",wearing safety gear rides green bike through suburban streets .
8086,"2355819665_39021ff642.jpg,The",kid rides his green and black bike down the street .
8087,"2355880294_8f78a6fea6.jpg,Two",athletic men climbing a waterfall .
8088,"2355880294_8f78a6fea6.jpg,Two",men are climbing a rock face at a waterfall .
8089,"2355880294_8f78a6fea6.jpg,Two",men climb up a waterfall using a rope while wearing shorts and hard hats .
8090,"2355880294_8f78a6fea6.jpg,Two",men hanging from ropes over a waterfall .
8091,"2355880294_8f78a6fea6.jpg,Two",men tethered by ropes climbing a hill where water is flowing .
8092,"2356574282_5078f08b58.jpg,A",Arabian dressed lady leans backwards holding a skinny crooked sword .
8093,"2356574282_5078f08b58.jpg,A",costumed woman with a sword does a backbend .
8094,"2356574282_5078f08b58.jpg,A",woman bending over backwards .
8095,"2356574282_5078f08b58.jpg,A",woman in a belly dancing outfit bending over backwards .
8096,"2356574282_5078f08b58.jpg,A",woman in a dance costume is bending over backward and holding a sword .
8097,"2356664078_4b1e6e465d.jpg,Three",dogs are running side by side on the grass .
8098,"2356664078_4b1e6e465d.jpg,""Three","dogs , one Rottweiler with a tennis ball in its mouth , one Irish Setter and one Corgi are running in field ."""
8099,"2356664078_4b1e6e465d.jpg,Three",dogs running in a field .
8100,"2356664078_4b1e6e465d.jpg,""Three","dogs trot on a stretch of grass , and one dog is carrying a tennis ball ."""
8101,"2356664078_4b1e6e465d.jpg,Three",dogs with tongues out running on the grass with a tennis ball .
8102,"2358447641_10f1e9d21f.jpg,A",girl wearing a red snowsuit slides on her back on the ice .
8103,"2358447641_10f1e9d21f.jpg,A",little girl in a red outfit is lying on her side in a strange position .
8104,"2358447641_10f1e9d21f.jpg,A",little girl in red is down on the ice
8105,"2358447641_10f1e9d21f.jpg,A",smiling girl in a red outfit and mittens .
8106,"2358447641_10f1e9d21f.jpg,A",young girl in a red snowsuit sliding across the ice .
8107,"2358554995_54ed3baa83.jpg,A",child is happily playing on the slide .
8108,"2358554995_54ed3baa83.jpg,A",child is holding on to the top of a playground slide .
8109,"2358554995_54ed3baa83.jpg,A",child is preparing to slide down a piece of playground equipment .
8110,"2358554995_54ed3baa83.jpg,A",toddler all bundled up getting ready to go down a slide .
8111,"2358554995_54ed3baa83.jpg,Child",getting ready to go down a slide .
8112,"2358561039_e215a8d6cd.jpg,a",froup of sled dogs pulling a man wearing an orange vest .
8113,"2358561039_e215a8d6cd.jpg,A",three dog sled team pulls an unusual tricycle sled .
8114,"2358561039_e215a8d6cd.jpg,Several",dogs carry a man with a helmet through snow .
8115,"2358561039_e215a8d6cd.jpg,""The","dogs are pulling a man on a type of bike , through the snow ."""
8116,"2358561039_e215a8d6cd.jpg,Three",dogs pulling a man on a bicycle through the snow .
8117,"2358898017_24496b80e8.jpg,A",brown and white dog lays down in a grassy field .
8118,"2358898017_24496b80e8.jpg,A",dog is crouching on the grass near a hurdle .
8119,"2358898017_24496b80e8.jpg,A",dog races along the grassy track .
8120,"2358898017_24496b80e8.jpg,A",tan and white dog is competing in an agility test .
8121,"2358898017_24496b80e8.jpg,Brown",and white dog playing in the grass .
8122,"2359784186_36c9746d02.jpg,A",man in a long gray overcoat stands in a courtyard as snow falls .
8123,"2359784186_36c9746d02.jpg,A",young boy in a trench coat is holding a red bottle outside of a brick building .
8124,"2359784186_36c9746d02.jpg,A",young man is wearing a blue outfit and grey coat .
8125,"2359784186_36c9746d02.jpg,Person",spraying squirt bottle in the snow .
8126,"2359784186_36c9746d02.jpg,Woman",in coat outside a house while snowing
8127,"2360194369_d2fd03b337.jpg,a",boy with a fishing pole looking down on a lake
8128,"2360194369_d2fd03b337.jpg,A",little boy looks over the railing on the dock into the blue water .
8129,"2360194369_d2fd03b337.jpg,A",young boy in a red coat fishes off a pier and looks down at the water .
8130,"2360194369_d2fd03b337.jpg,A",young boy in a red jacket stands on a pier with a fishing pole and chair near him .
